000001,8.9343,-2.6510
000002,5.0081,-2.1429
000004,4.5145,5.7068
000005,6.0440,-16.0183
000006,10.7109,-5.6834
000007,-3.9759,3.2609
000008,8.4063,-9.1806
000009,5.6442,40.3347
000010,0.0000,0.0000
000011,81.9133,-17.9087
000012,-11.4457,25.0000
000014,-12.3077,-14.9074
000016,-6.1966,-18.6325
000017,2.8226,-25.5572
000018,-4.6053,-11.3272
000019,-2.4833,5.5281
000020,-11.1472,-7.4656
000021,-26.2834,-24.8399
000022,0.8652,3.6189
000023,4.6707,3.4314
000024,16.6176,-7.9631
000025,12.9386,-5.5556
000026,25.7689,17.4635
000027,-8.5624,-2.2287
000028,-19.9421,-12.9288
000029,10.5832,-11.3208
000030,0.0000,0.0000
000031,-7.5929,-11.0000
000032,-13.2015,-6.8506
000033,17.4157,-18.6846
000034,-13.3089,16.7842
000035,45.0599,2.9276
000036,0.5128,-11.0860
000037,0.1976,-16.0920
000038,-200,-200
000039,-0.9509,60.7692
000040,15.3082,-5.4206
000042,10.2984,8.4375
000043,4.1889,14.4712
000045,-33.2066,13.8655
000046,-0.3405,1.9296
000048,90.1141,6.5606
000049,-4.3939,-10.8740
000050,-27.9734,38.5185
000055,-4.9262,-7.9630
000056,101.9845,6.0384
000058,8.2515,-26.6667
000059,17.1700,7.3148
000060,-18.6687,32.3529
000061,-5.0135,-17.3239
000062,-2.3966,-8.4142
000063,5.6801,10.7505
000065,11.7396,-20.0917
000066,-24.0202,-5.2993
000068,13.8796,-22.8792
000069,18.5319,-4.2553
000070,-15.2930,18.4043
000078,-18.7766,-7.3758
000088,28.0599,-6.9803
000089,1.9158,-3.8261
000090,-1.7021,9.9074
000096,1.8405,7.3171
000099,-1.9248,22.2584
000100,75.0948,-8.5333
000150,7.7075,-12.7551
000151,-12.8448,-32.2332
000153,-6.3330,17.0760
000155,16.7630,6.5649
000156,-200,-200
000157,11.5301,33.1450
000158,-3.1915,-12.0053
000159,-4.7409,8.4527
000166,-200,-200
000301,-18.8867,6.2500
000333,-200,-200
000338,-11.8891,38.3481
000400,-5.2000,10.0529
000401,8.6994,12.0436
000402,13.8720,-2.2189
000403,-200,-200
000404,-18.5919,-6.7692
000407,-11.7120,12.9526
000408,3.3480,15.0391
000409,14.7937,-10.2273
000410,-7.7441,-5.0980
000411,38.0859,-2.2642
000413,-7.9659,0.8608
000415,24.0296,6.6667
000416,1.4085,-19.9332
000417,-0.7927,0.4661
000418,-14.9496,-1.4963
000419,-20.4217,-5.0450
000420,-17.9245,39.7010
000421,11.3553,-18.7948
000422,14.1389,1.3441
000423,-18.0536,3.6932
000425,-6.4656,47.9565
000426,-0.1182,30.3693
000428,-20.7419,-8.9942
000429,-12.5265,-8.1905
000430,7.1708,16.2722
000488,5.7072,-8.4306
000498,-200,-200
000501,-6.3596,-16.4091
000502,3.4974,-13.6317
000503,-9.3817,10.2837
000504,11.7204,10.3609
000505,14.1684,-4.0619
000506,14.8285,101.0714
000507,-1.2986,16.6205
000509,13.0996,3.4450
000510,5.2009,0.5910
000511,4.6296,-14.3979
000513,-35.4789,5.5904
000514,-7.3600,-10.3125
000516,-5.9246,-10.9005
000517,37.6997,-1.5291
000518,12.7219,-2.3710
000519,-4.7832,-14.0000
000520,-0.4065,-4.1985
000521,-18.4000,6.9030
000523,-12.4911,21.6887
000524,-7.3050,-29.5736
000525,-7.8548,-12.6895
000526,-2.3083,15.3702
000528,-3.5787,57.7825
000529,7.2308,-12.4834
000530,-4.7986,1.0204
000531,-9.6563,-9.9709
000532,38.0357,10.0719
000533,-25.7545,-2.9440
000534,36.7647,2.9752
000536,3.3280,30.1553
000537,-4.9080,-24.5662
000538,-5.5749,-13.3180
000539,-7.3756,-12.8889
000540,21.3401,30.7619
000541,-11.7084,-3.4904
000543,22.3881,-8.2100
000544,-12.5205,8.3765
000545,6.4963,-12.3702
000546,-6.8702,-19.4342
000547,-18.2803,12.9704
000548,-14.8861,6.7164
000550,-3.9488,-7.8930
000551,-16.5612,5.2727
000552,-15.2332,26.7226
000553,-1.9906,-6.6007
000554,35.5185,10.3979
000555,-12.9001,-1.7925
000557,0.0000,31.8267
000558,89.0395,-4.3928
000559,-22.6418,-10.0065
000560,-1.4085,1.8779
000561,11.2374,-12.6087
000563,14.3243,-7.0423
000564,-4.7798,-7.5650
000565,0.8902,-9.8453
000566,-21.6978,33.0345
000567,-16.0535,-11.9691
000568,14.2857,12.7032
000570,-20.1424,-0.7897
000571,19.8068,-1.8576
000572,-12.2203,-18.3448
000573,35.3093,-11.6592
000576,67.7918,-12.0627
000581,7.0536,51.3238
000582,-8.3333,-4.8255
000584,-1.0526,-6.1093
000585,7.0175,-17.3913
000586,33.9009,-13.4565
000587,27.6083,0.0000
000589,-4.1434,-0.2571
000590,-17.5462,72.1533
000591,-7.9288,-1.5091
000592,-10.3488,0.7991
000593,-14.1732,2.9412
000595,33.2553,-9.2243
000596,1.3784,32.1905
000597,-16.9240,-5.0416
000598,-10.1291,2.4839
000599,12.9630,-17.5857
000600,-5.4820,-9.3333
000601,-7.5435,1.7613
000603,1.2462,28.0140
000605,0.0000,9.2683
000606,17.1320,32.1782
000607,-15.3966,-14.4909
000608,-23.2068,-4.6543
000609,21.9318,6.6667
000610,-2.4613,27.8409
000611,-1.3678,-0.1497
000612,-15.0476,5.5690
000613,-4.5283,-7.2414
000615,-10.4193,-0.1252
000616,5.8141,-0.7752
000617,-3.6898,33.7440
000619,0.4109,-7.6923
000620,-200,-200
000622,-200,-200
000623,12.1297,17.7855
000625,-1.6129,-13.4668
000626,51.1890,-7.4456
000627,-10.5477,-6.1798
000628,0.0000,0.0000
000629,-2.2505,34.1860
000630,-24.0162,92.6883
000631,-8.0056,-3.7088
000632,-1.1429,-14.5600
000633,9.1837,10.3638
000635,31.0846,7.3944
000636,-11.2989,9.8853
000637,-2.0377,22.9050
000638,10.4142,-14.2857
000639,-5.8912,26.5322
000650,-5.1270,14.9022
000651,34.4258,27.8561
000652,-0.0021,-1.5190
000655,-14.9154,35.7101
000656,54.6275,-4.1451
000657,-200,-200
000659,34.1804,14.6589
000661,-19.0939,17.1484
000662,-1.1688,2.4707
000663,-16.1895,-1.6683
000665,-20.4515,-2.0228
000666,13.2787,53.9440
000667,-0.3333,-9.6096
000668,-3.3852,-1.3239
000669,-4.7199,9.6476
000670,-200,-200
000671,-0.3576,-4.8423
000672,-200,-200
000673,-14.2580,1.2024
000676,-11.1111,6.3551
000677,-12.2841,-15.6958
000678,-15.1282,4.2553
000679,-13.2697,16.4484
000680,-2.1691,36.9729
000681,-200,-200
000682,21.7143,1.5238
000683,2.2857,-8.1653
000685,-2.9738,-2.3490
000686,-5.5702,4.2076
000687,4.2781,-13.6157
000688,-200,-200
000690,-6.5536,-6.1121
000691,23.0490,-9.8276
000692,-5.4334,12.3611
000693,-200,-200
000695,-17.8157,60.6863
000697,37.2294,42.4134
000698,12.9032,-6.8132
000700,-3.7921,14.9682
000701,-22.0650,16.8991
000702,18.9895,-8.2278
000703,5.0386,63.8398
000705,12.8292,4.7535
000707,48.8142,9.3195
000708,3.7298,13.2743
000709,22.8261,-3.8660
000710,6.4154,1.1345
000711,15.0905,26.9058
000712,-19.6837,2.2860
000713,-20.2599,22.2635
000715,-29.7628,-5.4717
000716,-29.1111,25.2319
000717,2.6810,-8.7379
000718,-14.2551,7.1019
000719,-200,-200
000720,-11.1349,-5.0201
000721,-11.3656,29.7268
000722,-200,-200
000723,3.0496,-13.8918
000725,5.0000,4.6358
000726,21.3516,9.1228
000727,18.1387,36.0976
000728,-2.3241,2.6801
000729,-7.8368,-16.1959
000731,2.0409,-2.8148
000732,42.2151,-48.4702
000733,-10.1083,-2.8571
000735,-9.9622,9.0418
000736,2.7944,-7.1623
000737,-10.2867,-5.1322
000738,3.4458,1.6254
000739,23.7172,7.3671
000748,4.2057,-6.7285
000750,0.0000,0.0000
000751,-11.4512,-8.8206
000752,196.6162,-2.1331
000753,-1.1087,-10.9337
000755,-13.6044,62.7848
000756,1.8692,-5.5419
